[1400281200] LOG ROTATION: DAILY
[1400281200] LOG VERSION: 2.0
[1400281200] CURRENT HOST STATE: 84.203.208.42;UP;HARD;1;
[1400281200] CURRENT HOST STATE: 84.203.208.43;UP;HARD;1;
[1400281200] CURRENT HOST STATE: api.clickatell.com;UP;HARD;1;
[1400281200] CURRENT HOST STATE: asterisk.int.mttnow.com;UP;HARD;1;
[1400281200] CURRENT HOST STATE: b2b.easyjet.com;UP;HARD;1;HTTP WARNING: HTTP/1.1 400 Bad Request
[1400281200] CURRENT HOST STATE: bcd.mttnow.com;UP;HARD;1;
[1400281200] CURRENT HOST STATE: eleventh-hour.com;UP;HARD;1;
[1400281200] CURRENT HOST STATE: helpdesk.mttnow.com;UP;HARD;1;
[1400281200] CURRENT HOST STATE: latam.mttnow.com;UP;HARD;1;
[1400281200] CURRENT HOST STATE: localhost;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 1.62 ms
[1400281200] CURRENT HOST STATE: m.abacus.com.sg;UP;HARD;1;
[1400281200] CURRENT HOST STATE: m.atlantisthepalm.com;UP;HARD;1;
[1400281200] CURRENT HOST STATE: m.easyjet.com;UP;HARD;1;HTTP OK - HTTP/1.1 302 Found - 0.259 second response time
[1400281200] CURRENT HOST STATE: m.flybe.com;UP;HARD;1;
[1400281200] CURRENT HOST STATE: m.jumeirah.com;UP;HARD;1;
[1400281200] CURRENT HOST STATE: m.transavia.com;UP;HARD;1;
[1400281200] CURRENT HOST STATE: mobile.jetstar.com;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 197.26 ms
[1400281200] CURRENT HOST STATE: s1-sc5-b-euw;UP;HARD;1;
[1400281200] CURRENT HOST STATE: s1.jq.mttnow.com;UP;HARD;1;
[1400281200] CURRENT HOST STATE: s2-sc5-c-euw;UP;HARD;1;
[1400281200] CURRENT HOST STATE: s2.jq.mttnow.com;UP;HARD;1;
[1400281200] CURRENT HOST STATE: security.mttnow.com;UP;HARD;1;
[1400281200] CURRENT HOST STATE: www.mttnow.com;UP;HARD;1;
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;NTP Offset s2-sc4-c-euw;OK;HARD;1;NTP OK: Offset -0.0001411437988 secs
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;NTP Offset s2-sc5-c-euw;OK;HARD;1;NTP OK: Offset -0.001445770264 secs
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;NTP Offset s2-sc6-c-euw;OK;HARD;1;NTP OK: Offset -0.0004403591156 secs
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;NTP Offset s2-sc7-c-euw;OK;HARD;1;NTP OK: Offset -0.005033016205 secs
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;NTP Offset sms1-b-euw;OK;HARD;1;NTP OK: Offset 0.006502628326 secs
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;NTP Offset sms2-c-euw;OK;HARD;1;NTP OK: Offset 0.0005791187286 secs
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;SSL Cert;OK;HARD;1;OK: certificate expires in 1058 days (Sun Apr  9 00:59:59 2017)
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;Server 1 - Last Checkin;OK;HARD;1;OK: Value is 4.000
[1400281200] CURRENT SERVICE STATE: m.easyjet.com;Server 2 - Last Checkin;OK;HARD;1;OK: Value is 2.000
[1400281200] CURRENT SERVICE STATE: m.flybe.com;Disk /;OK;HARD;1;DISK OK - free space: / 4937 MB (61% inode=90%):
[1400281200] CURRENT SERVICE STATE: m.flybe.com;Disk /var;OK;HARD;1;DISK OK - free space: /var 25727 MB (53% inode=99%):
[1400281200] CURRENT SERVICE STATE: m.flybe.com;HTTP - Apache;OK;HARD;1;HTTP OK - HTTP/1.1 302 Found - 0.249 second response time
[1400281200] CURRENT SERVICE STATE: m.flybe.com;HTTP - Tomcat;OK;HARD;1;HTTP OK - HTTP/1.1 302 Moved Temporarily - 0.266 second response time
[1400281200] CURRENT SERVICE STATE: m.flybe.com;MW - Availability Results;OK;HARD;1;OK: Value is 4.000
[1400281200] CURRENT SERVICE STATE: m.flybe.com;MW - Availability Results - NIGHT;OK;HARD;1;OK: Value is 1.000
[1400281200] CURRENT SERVICE STATE: m.flybe.com;MW - Bookings per hour;OK;HARD;1;OK: Value is 44.000
[1400281200] CURRENT SERVICE STATE: m.flybe.com;MW - Payment Details;OK;HARD;1;OK: Value is 83.000
[1400281200] CURRENT SERVICE STATE: m.flybe.com;MW - Payment Details - NIGHT;OK;HARD;1;OK: Value is 111.000
[1400281200] CURRENT SERVICE STATE: m.flybe.com;MW - Search Page;OK;HARD;1;OK: Value is 4.000
[1400281200] CURRENT SERVICE STATE: m.flybe.com;MW - Search Page - NIGHT;OK;HARD;1;OK: Value is 0.000
[1400281200] CURRENT SERVICE STATE: m.flybe.com;MW - Session Timeouts Per Day;OK;HARD;1;OK: Value is 0.000
[1400281200] CURRENT SERVICE STATE: m.flybe.com;NTP Offset;OK;HARD;1;NTP OK: Offset 0.002054572105 secs
[1400281200] CURRENT SERVICE STATE: m.flybe.com;RBL Check;OK;HARD;1;CHECK_RBL OK - m.flybe.com BLACKLISTED on 0 servers of 41
[1400281200] CURRENT SERVICE STATE: m.flybe.com;SSL Cert;OK;HARD;1;OK: certificate expires in 348 days (Thu Apr 30 16:00:00 2015)
[1400281200] CURRENT SERVICE STATE: m.jumeirah.com;HTTP;OK;HARD;1;HTTP OK - HTTP/1.1 302 Found - 0.255 second response time
[1400281200] CURRENT SERVICE STATE: m.jumeirah.com;HTTPS;OK;HARD;1;HTTP OK - HTTP/1.1 302 Found - 0.714 second response time
[1400281200] CURRENT SERVICE STATE: m.jumeirah.com;MW - Standard Booking;OK;HARD;1;OK : sum:15190 : 15.19 seconds to complete.
[1400281200] CURRENT SERVICE STATE: m.jumeirah.com;MW - Table Reservation;OK;HARD;1;OK : sum:4030 : 4.03 seconds to complete.
[1400281200] CURRENT SERVICE STATE: m.jumeirah.com;RBL Check;OK;HARD;1;CHECK_RBL OK -  (1 server timed out: access.redhawk.org)
[1400281200] CURRENT SERVICE STATE: m.jumeirah.com;SSL Cert;OK;HARD;1;OK: certificate expires in 212 days (Mon Dec 15 12:00:00 2014)
[1400281200] CURRENT SERVICE STATE: m.transavia.com;APPS - Availability Results;OK;HARD;1;OK: Value is 3.000
[1400281200] CURRENT SERVICE STATE: m.transavia.com;APPS - Availability Results - NIGHT;OK;HARD;1;OK: Value is 2.000
[1400281200] CURRENT SERVICE STATE: m.transavia.com;APPS - Bookings per hour;OK;HARD;1;OK: Value is 24.000
[1400281200] CURRENT SERVICE STATE: m.transavia.com;APPS - Payment Details;OK;HARD;1;OK: Value is 9.000
[1400281200] CURRENT SERVICE STATE: m.transavia.com;APPS - Payment Details - NIGHT;OK;HARD;1;OK: Value is 310.000
[1400281200] CURRENT SERVICE STATE: m.transavia.com;Disk /;OK;HARD;1;DISK OK - free space: / 4612 MB (57% inode=92%):
[1400281200] CURRENT SERVICE STATE: m.transavia.com;Disk /var;OK;HARD;1;DISK OK - free space: /var 29004 MB (59% inode=99%):
[1400281200] CURRENT SERVICE STATE: m.transavia.com;HTTP - Apache;OK;HARD;1;HTTP OK - HTTP/1.1 302 Moved Temporarily - 0.510 second response time
[1400281200] CURRENT SERVICE STATE: m.transavia.com;HTTP - Tomcat;OK;HARD;1;HTTP OK HTTP/1.1 200 OK - 2218 bytes in 0.258 seconds
[1400281200] CURRENT SERVICE STATE: m.transavia.com;RBL Check;OK;HARD;1;CHECK_RBL OK - m.transavia.com BLACKLISTED on 0 servers of 41
[1400281200] CURRENT SERVICE STATE: m.transavia.com;SSL Cert;OK;HARD;1;OK: certificate expires in 328 days (Fri Apr 10 00:59:59 2015)
[1400281200] CURRENT SERVICE STATE: mobile.jetstar.com;Disk S1 /;OK;HARD;1;DISK OK - free space: / 3567 MB (35% inode=92%):
[1400281200] CURRENT SERVICE STATE: mobile.jetstar.com;Disk S1 /var;OK;HARD;1;DISK OK - free space: /var 61468 MB (42% inode=99%):
[1400281200] CURRENT SERVICE STATE: mobile.jetstar.com;Disk S2 /;OK;HARD;1;DISK OK - free space: / 3575 MB (35% inode=92%):
[1400281200] CURRENT SERVICE STATE: mobile.jetstar.com;Disk S2 /var;OK;HARD;1;DISK OK - free space: /var 56034 MB (39% inode=99%):
[1400281200] CURRENT SERVICE STATE: mobile.jetstar.com;HTTP - LB - Check App;OK;HARD;1;HTTP OK - HTTP/1.1 302 Moved Temporarily - 0.440 second response time
[1400281200] CURRENT SERVICE STATE: mobile.jetstar.com;HTTP - LB - Check App JP;OK;HARD;1;HTTP OK - HTTP/1.1 302 Moved Temporarily - 0.463 second response time
[1400281200] CURRENT SERVICE STATE: mobile.jetstar.com;HTTP - S1 - Check App;OK;HARD;1;HTTP OK - HTTP/1.1 302 Moved Temporarily - 0.554 second response time
[1400281200] CURRENT SERVICE STATE: mobile.jetstar.com;HTTP - S1 - Check App JP;OK;HARD;1;HTTP OK - HTTP/1.1 302 Moved Temporarily - 0.442 second response time
[1400281200] CURRENT SERVICE STATE: mobile.jetstar.com;HTTP - S2 - Check App;OK;HARD;1;HTTP OK - HTTP/1.1 302 Moved Temporarily - 0.440 second response time
[1400281200] CURRENT SERVICE STATE: mobile.jetstar.com;HTTP - S2 - Check App JP;OK;HARD;1;HTTP OK - HTTP/1.1 302 Moved Temporarily - 0.453 second response time
[1400281200] CURRENT SERVICE STATE: mobile.jetstar.com;MW - Bookings per day JP;WARNING;HARD;4;WARNING: Value is 3.000
[1400281200] CURRENT SERVICE STATE: mobile.jetstar.com;MW - Bookings per hour;OK;HARD;1;OK: Value is 59.000
[1400281200] CURRENT SERVICE STATE: mobile.jetstar.com;MW - Checkins per hour;OK;HARD;1;OK: Value is 66.000
[1400281200] CURRENT SERVICE STATE: mobile.jetstar.com;MW - S1 - Flight Status;OK;HARD;1;OK: Value is 17.000
[1400281200] CURRENT SERVICE STATE: mobile.jetstar.com;MW - S1 - Payment Details;OK;HARD;1;OK: Value is 10.000
[1400281200] CURRENT SERVICE STATE: mobile.jetstar.com;MW - S2 - Flight Status;OK;HARD;1;OK: Value is 6.000
[1400281200] CURRENT SERVICE STATE: mobile.jetstar.com;MW - S2 - Payment Details;OK;HARD;1;OK: Value is 4.000
[1400281200] CURRENT SERVICE STATE: mobile.jetstar.com;RBL Check;OK;HARD;1;CHECK_RBL OK -  (1 server timed out: access.redhawk.org)
[1400281200] CURRENT SERVICE STATE: mobile.jetstar.com;SSL Cert;OK;HARD;1;OK: certificate expires in 653 days (Sun Feb 28 23:59:59 2016)
[1400281200] CURRENT SERVICE STATE: security.mttnow.com;Amazon AMI Patch RSS Check;OK;HARD;1;OK: No Matches in last 1 days
[1400281200] CURRENT SERVICE STATE: security.mttnow.com;Samhain File Integrity;CRITICAL;HARD;4;POP3_ACCOUNT CRITICAL - 646 emails for la.samhain@mttnow.com
[1400281200] CURRENT SERVICE STATE: www.mttnow.com;Disk /;OK;HARD;1;DISK OK - free space: /var 1221 MB (25% inode=94%):
[1400281200] CURRENT SERVICE STATE: www.mttnow.com;Disk /var;OK;HARD;1;DISK OK - free space: / 5832 MB (60% inode=76%):
[1400281200] CURRENT SERVICE STATE: www.mttnow.com;HTTP;OK;HARD;1;HTTP OK - HTTP/1.0 301 Moved Permanently - 0.800 second response time
[1400281200] CURRENT SERVICE STATE: www.mttnow.com;RBL Check;OK;HARD;1;CHECK_RBL OK - www.mttnow.com BLACKLISTED on 0 servers of 41
[1400281200] CURRENT SERVICE STATE: www.mttnow.com;Webapp - Deep check;OK;HARD;1;WebInject OK - All tests passed successfully in 2.249 seconds
[1400282477] Auto-save of retention data completed successfully.
[1400284497] SERVICE ALERT: bcd.mttnow.com;NTP Offset - adb2-d-use;WARNING;SOFT;1;NTP WARNING: Offset 0.06202995777 secs
[1400284617] SERVICE ALERT: bcd.mttnow.com;NTP Offset - adb2-d-use;WARNING;SOFT;2;NTP WARNING: Offset 0.06950938702 secs
[1400284737] SERVICE ALERT: bcd.mttnow.com;NTP Offset - adb2-d-use;OK;SOFT;3;NTP OK: Offset -0.001404523849 secs
[1400286077] Auto-save of retention data completed successfully.
[1400288937] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Payment Details - NIGHT;WARNING;SOFT;1;WARNING: Value is 1277.000
[1400289077] SERVICE ALERT: m.easyjet.com;MW - Server 2 Payment Details;WARNING;SOFT;1;WARNING: Value is 1417.000
[1400289177] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Payment Details - NIGHT;WARNING;SOFT;2;WARNING: Value is 1517.000
[1400289317] SERVICE ALERT: m.easyjet.com;MW - Server 2 Payment Details;WARNING;SOFT;2;WARNING: Value is 1657.000
[1400289417] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Payment Details - NIGHT;WARNING;SOFT;3;WARNING: Value is 1757.000
[1400289557] SERVICE ALERT: m.easyjet.com;MW - Server 2 Payment Details;WARNING;SOFT;3;WARNING: Value is 1897.000
[1400289657] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Payment Details - NIGHT;WARNING;HARD;4;WARNING: Value is 1997.000
[1400289677] Auto-save of retention data completed successfully.
[1400289797] SERVICE ALERT: m.easyjet.com;MW - Server 2 Payment Details;WARNING;HARD;4;WARNING: Value is 2137.000
[1400290257] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Payment Details - NIGHT;CRITICAL;HARD;4;CRITICAL: Value is 2597.000
[1400290397] SERVICE ALERT: m.easyjet.com;MW - Server 2 Payment Details;OK;HARD;4;OK: Value is 51.000
[1400290477] SERVICE ALERT: latam.mttnow.com;NTP Offset - s1-sc1-b-usw;WARNING;SOFT;1;NTP WARNING: Offset 0.06049776077 secs
[1400290597] SERVICE ALERT: latam.mttnow.com;NTP Offset - s1-sc1-b-usw;OK;SOFT;2;NTP OK: Offset -1.47819519e-05 secs
[1400290857] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Payment Details - NIGHT;OK;HARD;4;OK: Value is 511.000
[1400290947] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Payment Details - NIGHT;WARNING;SOFT;1;WARNING: Value is 1301.000
[1400290967] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Payment Details;WARNING;SOFT;1;WARNING: Value is 1327.000
[1400291187] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Payment Details - NIGHT;OK;SOFT;2;OK: Value is 0.000
[1400291207] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Payment Details;OK;SOFT;2;OK: Value is 25.000
[1400291597] SERVICE ALERT: m.easyjet.com;MW - Server 2 Payment Details;WARNING;SOFT;1;WARNING: Value is 1251.000
[1400291837] SERVICE ALERT: m.easyjet.com;MW - Server 2 Payment Details;WARNING;SOFT;2;WARNING: Value is 1491.000
[1400292057] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Payment Details - NIGHT;WARNING;SOFT;1;WARNING: Value is 1711.000
[1400292077] SERVICE ALERT: m.easyjet.com;MW - Server 2 Payment Details;WARNING;SOFT;3;WARNING: Value is 1731.000
[1400292297] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Payment Details - NIGHT;WARNING;SOFT;2;WARNING: Value is 1951.000
[1400292317] SERVICE ALERT: m.easyjet.com;MW - Server 2 Payment Details;WARNING;HARD;4;WARNING: Value is 1971.000
[1400292537] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Payment Details - NIGHT;WARNING;SOFT;3;WARNING: Value is 2191.000
[1400292587] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Flight Status;WARNING;SOFT;1;WARNING: Value is 1393.000
[1400292647] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Flight Status - NIGHT;WARNING;SOFT;1;WARNING: Value is 1460.000
[1400292777] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Payment Details - NIGHT;OK;SOFT;4;OK: Value is 58.000
[1400292827] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Flight Status;WARNING;SOFT;2;WARNING: Value is 1633.000
[1400292887] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Flight Status - NIGHT;OK;SOFT;2;OK: Value is 65.000
[1400292917] SERVICE ALERT: m.easyjet.com;MW - Server 2 Payment Details;OK;HARD;4;OK: Value is 74.000
[1400292917] SERVICE FLAPPING ALERT: m.easyjet.com;MW - Server 2 Payment Details;STARTED; Service appears to have started flapping (23.9% change >= 20.0% threshold)
[1400292987] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Payment Details - NIGHT;WARNING;SOFT;1;WARNING: Value is 1681.000
[1400293007] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Payment Details;WARNING;SOFT;1;WARNING: Value is 1707.000
[1400293007] SERVICE ALERT: m.flybe.com;MW - Payment Details;WARNING;SOFT;1;WARNING: Value is 2735.000
[1400293067] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Flight Status;OK;SOFT;3;OK: Value is 238.000
[1400293227] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Payment Details - NIGHT;WARNING;SOFT;2;WARNING: Value is 1921.000
[1400293247] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Payment Details;WARNING;SOFT;2;WARNING: Value is 1947.000
[1400293247] SERVICE ALERT: m.flybe.com;MW - Payment Details;WARNING;SOFT;2;WARNING: Value is 2975.000
[1400293277] Auto-save of retention data completed successfully.
[1400293297] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Flight Status - NIGHT;WARNING;SOFT;1;WARNING: Value is 1285.000
[1400293307] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Flight Status;WARNING;SOFT;1;WARNING: Value is 1292.000
[1400293467] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Payment Details - NIGHT;OK;SOFT;3;OK: Value is 30.000
[1400293487] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Payment Details;OK;SOFT;3;OK: Value is 56.000
[1400293487] SERVICE ALERT: m.flybe.com;MW - Payment Details;WARNING;SOFT;3;WARNING: Value is 3215.000
[1400293537] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Flight Status - NIGHT;WARNING;SOFT;2;WARNING: Value is 1525.000
[1400293547] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Flight Status;WARNING;SOFT;2;WARNING: Value is 1532.000
[1400293727] SERVICE ALERT: m.flybe.com;MW - Payment Details;WARNING;HARD;4;WARNING: Value is 3455.000
[1400293777] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Flight Status - NIGHT;WARNING;SOFT;3;WARNING: Value is 1765.000
[1400293787] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Flight Status;WARNING;SOFT;3;WARNING: Value is 1772.000
[1400294017] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Flight Status - NIGHT;WARNING;HARD;4;WARNING: Value is 2005.000
[1400294027] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Flight Status;WARNING;HARD;4;WARNING: Value is 2012.000
[1400294577] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Payment Details - NIGHT;WARNING;SOFT;1;WARNING: Value is 1340.000
[1400294617] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Flight Status - NIGHT;OK;HARD;4;OK: Value is 9.000
[1400294627] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Flight Status;OK;HARD;4;OK: Value is 16.000
[1400294717] SERVICE ALERT: m.easyjet.com;MW - Server 2 Payment Details;WARNING;SOFT;1;WARNING: Value is 1480.000
[1400294817] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Payment Details - NIGHT;WARNING;SOFT;2;WARNING: Value is 1580.000
[1400294957] SERVICE ALERT: m.easyjet.com;MW - Server 2 Payment Details;WARNING;SOFT;2;WARNING: Value is 1720.000
[1400295057] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Payment Details - NIGHT;WARNING;SOFT;3;WARNING: Value is 1820.000
[1400295197] SERVICE ALERT: m.easyjet.com;MW - Server 2 Payment Details;WARNING;SOFT;3;WARNING: Value is 1960.000
[1400295297] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Payment Details - NIGHT;WARNING;HARD;4;WARNING: Value is 2060.000
[1400295297] SERVICE FLAPPING ALERT: m.easyjet.com;MW - Server 2 - Payment Details - NIGHT;STARTED; Service appears to have started flapping (22.6% change >= 20.0% threshold)
[1400295437] SERVICE ALERT: m.easyjet.com;MW - Server 2 Payment Details;WARNING;HARD;4;WARNING: Value is 2200.000
[1400295527] SERVICE ALERT: m.flybe.com;MW - Payment Details;CRITICAL;HARD;4;CRITICAL: Value is 5255.000
[1400295897] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Payment Details - NIGHT;OK;HARD;4;OK: Value is 48.000
[1400296037] SERVICE ALERT: m.easyjet.com;MW - Server 2 Payment Details;OK;HARD;4;OK: Value is 134.000
[1400296217] SERVICE ALERT: m.flybe.com;MW - Payment Details - NIGHT;WARNING;SOFT;1;WARNING: Value is 5946.000
[1400296457] SERVICE ALERT: m.flybe.com;MW - Payment Details - NIGHT;WARNING;SOFT;2;WARNING: Value is 6186.000
[1400296697] SERVICE ALERT: m.flybe.com;MW - Payment Details - NIGHT;OK;SOFT;3;OK: Value is 143.000
[1400296727] SERVICE ALERT: m.flybe.com;MW - Payment Details;OK;HARD;4;OK: Value is 172.000
[1400296877] Auto-save of retention data completed successfully.
[1400297067] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Payment Details - NIGHT;WARNING;SOFT;1;WARNING: Value is 1315.000
[1400297087] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Payment Details;WARNING;SOFT;1;WARNING: Value is 1341.000
[1400297307] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Payment Details - NIGHT;OK;SOFT;2;OK: Value is 67.000
[1400297327] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Payment Details;OK;SOFT;2;OK: Value is 93.000
[1400297657] SERVICE ALERT: m.transavia.com;APPS - Payment Details;WARNING;SOFT;1;WARNING: Value is 2850.000
[1400297897] SERVICE ALERT: m.transavia.com;APPS - Payment Details;WARNING;SOFT;2;WARNING: Value is 3090.000
[1400298137] SERVICE ALERT: m.transavia.com;APPS - Payment Details;WARNING;SOFT;3;WARNING: Value is 3330.000
[1400298377] SERVICE ALERT: m.transavia.com;APPS - Payment Details;WARNING;HARD;4;WARNING: Value is 3570.000
[1400298437] SERVICE ALERT: m.easyjet.com;MW - Server 2 Payment Details;WARNING;SOFT;1;WARNING: Value is 1323.000
[1400298677] SERVICE ALERT: m.easyjet.com;MW - Server 2 Payment Details;WARNING;SOFT;2;WARNING: Value is 1563.000
[1400298897] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Payment Details - NIGHT;WARNING;SOFT;1;WARNING: Value is 1783.000
[1400298917] SERVICE ALERT: m.easyjet.com;MW - Server 2 Payment Details;WARNING;SOFT;3;WARNING: Value is 1803.000
[1400299137] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Payment Details - NIGHT;OK;SOFT;2;OK: Value is 3.000
[1400299157] SERVICE ALERT: m.easyjet.com;MW - Server 2 Payment Details;OK;SOFT;4;OK: Value is 23.000
[1400299727] SERVICE ALERT: m.flybe.com;MW - Payment Details;WARNING;SOFT;1;WARNING: Value is 2631.000
[1400299967] SERVICE ALERT: m.flybe.com;MW - Payment Details;WARNING;SOFT;2;WARNING: Value is 2871.000
[1400300177] SERVICE ALERT: m.transavia.com;APPS - Payment Details;CRITICAL;HARD;4;CRITICAL: Value is 5370.000
[1400300207] SERVICE ALERT: m.flybe.com;MW - Payment Details;OK;SOFT;3;OK: Value is 4.000
[1400300407] SERVICE ALERT: m.transavia.com;APPS - Payment Details - NIGHT;WARNING;SOFT;1;WARNING: Value is 5595.000
[1400300407] SERVICE ALERT: m.transavia.com;APPS - Payment Details - NIGHT;WARNING;SOFT;2;WARNING: Value is 5595.000
[1400300407] SERVICE ALERT: m.transavia.com;APPS - Payment Details - NIGHT;WARNING;SOFT;3;WARNING: Value is 5595.000
[1400300477] Auto-save of retention data completed successfully.
[1400300647] SERVICE ALERT: m.transavia.com;APPS - Payment Details - NIGHT;WARNING;HARD;4;WARNING: Value is 5835.000
[1400301007] SERVICE ALERT: mobile.jetstar.com;MW - Bookings per day JP;CRITICAL;HARD;4;CRITICAL: Value is 1.000
[1400302107] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Payment Details - NIGHT;WARNING;SOFT;1;WARNING: Value is 1682.000
[1400302127] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Payment Details;WARNING;SOFT;1;WARNING: Value is 1708.000
[1400302347] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Payment Details - NIGHT;WARNING;SOFT;2;WARNING: Value is 1922.000
[1400302367] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Payment Details;WARNING;SOFT;2;WARNING: Value is 1948.000
[1400302447] SERVICE ALERT: m.transavia.com;APPS - Payment Details - NIGHT;OK;HARD;4;OK: Value is 421.000
[1400302577] SERVICE ALERT: m.transavia.com;APPS - Payment Details;OK;HARD;4;OK: Value is 556.000
[1400302587] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Payment Details - NIGHT;OK;SOFT;3;OK: Value is 16.000
[1400302607] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Payment Details;OK;SOFT;3;OK: Value is 18.000
[1400304077] Auto-save of retention data completed successfully.
[1400306177] SERVICE ALERT: m.transavia.com;APPS - Payment Details;WARNING;SOFT;1;WARNING: Value is 2427.000
[1400306417] SERVICE ALERT: m.transavia.com;APPS - Payment Details;WARNING;SOFT;2;WARNING: Value is 2667.000
[1400306467] SERVICE ALERT: m.transavia.com;APPS - Bookings per hour;CRITICAL;SOFT;1;CRITICAL: Value is 1.000
[1400306657] SERVICE ALERT: m.transavia.com;APPS - Payment Details;OK;SOFT;3;OK: Value is 26.000
[1400306707] SERVICE ALERT: m.transavia.com;APPS - Bookings per hour;CRITICAL;SOFT;2;CRITICAL: Value is 1.000
[1400306947] SERVICE ALERT: m.transavia.com;APPS - Bookings per hour;CRITICAL;SOFT;3;CRITICAL: Value is 1.000
[1400307187] SERVICE ALERT: m.transavia.com;APPS - Bookings per hour;CRITICAL;HARD;4;CRITICAL: Value is 1.000
[1400307187] SERVICE NOTIFICATION: gmcdaid;m.transavia.com;APPS - Bookings per hour;CRITICAL;notify-service-by-sms;CRITICAL: Value is 1.000
[1400307188] SERVICE NOTIFICATION: gmcdaid;m.transavia.com;APPS - Bookings per hour;CRITICAL;notify-service-by-email;CRITICAL: Value is 1.000
[1400307188] SERVICE NOTIFICATION: abrinyov;m.transavia.com;APPS - Bookings per hour;CRITICAL;notify-service-by-sms;CRITICAL: Value is 1.000
[1400307189] SERVICE NOTIFICATION: abrinyov;m.transavia.com;APPS - Bookings per hour;CRITICAL;notify-service-by-email;CRITICAL: Value is 1.000
[1400307189] SERVICE NOTIFICATION: mnevzorova;m.transavia.com;APPS - Bookings per hour;CRITICAL;notify-service-by-sms;CRITICAL: Value is 1.000
[1400307189] SERVICE NOTIFICATION: mnevzorova;m.transavia.com;APPS - Bookings per hour;CRITICAL;notify-service-by-email;CRITICAL: Value is 1.000
[1400307189] SERVICE NOTIFICATION: nagiosadmin;m.transavia.com;APPS - Bookings per hour;CRITICAL;notify-service-by-email;CRITICAL: Value is 1.000
[1400307189] SERVICE NOTIFICATION: ctwomey;m.transavia.com;APPS - Bookings per hour;CRITICAL;notify-service-by-email;CRITICAL: Value is 1.000
[1400307537] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Payment Details - NIGHT;WARNING;SOFT;1;WARNING: Value is 1579.000
[1400307557] SERVICE ALERT: m.easyjet.com;MW - Server 2 Payment Details;WARNING;SOFT;1;WARNING: Value is 1599.000
[1400307677] Auto-save of retention data completed successfully.
