[1400540400] LOG ROTATION: DAILY
[1400540400] LOG VERSION: 2.0
[1400540400] CURRENT HOST STATE: 84.203.208.42;UP;HARD;1;
[1400540400] CURRENT HOST STATE: 84.203.208.43;UP;HARD;1;
[1400540400] CURRENT HOST STATE: api.clickatell.com;UP;HARD;1;
[1400540400] CURRENT HOST STATE: asterisk.int.mttnow.com;UP;HARD;1;
[1400540400] CURRENT HOST STATE: b2b.easyjet.com;UP;HARD;1;HTTP WARNING: HTTP/1.1 400 Bad Request
[1400540400] CURRENT HOST STATE: bcd.mttnow.com;UP;HARD;1;
[1400540400] CURRENT HOST STATE: eleventh-hour.com;UP;HARD;1;
[1400540400] CURRENT HOST STATE: helpdesk.mttnow.com;UP;HARD;1;
[1400540400] CURRENT HOST STATE: latam.mttnow.com;UP;HARD;1;
[1400540400] CURRENT HOST STATE: localhost;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 1.62 ms
[1400540400] CURRENT HOST STATE: m.abacus.com.sg;UP;HARD;1;
[1400540400] CURRENT HOST STATE: m.atlantisthepalm.com;UP;HARD;1;
[1400540400] CURRENT HOST STATE: m.easyjet.com;UP;HARD;1;HTTP OK - HTTP/1.1 302 Found - 0.259 second response time
[1400540400] CURRENT HOST STATE: m.flybe.com;UP;HARD;1;
[1400540400] CURRENT HOST STATE: m.jumeirah.com;UP;HARD;1;
[1400540400] CURRENT HOST STATE: m.transavia.com;UP;HARD;1;
[1400540400] CURRENT HOST STATE: mobile.jetstar.com;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 197.26 ms
[1400540400] CURRENT HOST STATE: s1-sc5-b-euw;UP;HARD;1;
[1400540400] CURRENT HOST STATE: s1.jq.mttnow.com;UP;HARD;1;
[1400540400] CURRENT HOST STATE: s2-sc5-c-euw;UP;HARD;1;
[1400540400] CURRENT HOST STATE: s2.jq.mttnow.com;UP;HARD;1;
[1400540400] CURRENT HOST STATE: security.mttnow.com;UP;HARD;1;
[1400540400] CURRENT HOST STATE: www.mttnow.com;UP;HARD;1;
[1400540400] CURRENT SERVICE STATE: m.easyjet.com;NTP Offset s2-sc4-c-euw;OK;HARD;1;NTP OK: Offset -0.002319216728 secs
[1400540400] CURRENT SERVICE STATE: m.easyjet.com;NTP Offset s2-sc5-c-euw;OK;HARD;1;NTP OK: Offset -0.002261519432 secs
[1400540400] CURRENT SERVICE STATE: m.easyjet.com;NTP Offset s2-sc6-c-euw;OK;HARD;1;NTP OK: Offset -0.001309752464 secs
[1400540400] CURRENT SERVICE STATE: m.easyjet.com;NTP Offset s2-sc7-c-euw;OK;HARD;1;NTP OK: Offset -0.0006648302078 secs
[1400540400] CURRENT SERVICE STATE: m.easyjet.com;NTP Offset sms1-b-euw;OK;HARD;1;NTP OK: Offset 9.500980377e-05 secs
[1400540400] CURRENT SERVICE STATE: m.easyjet.com;NTP Offset sms2-c-euw;OK;HARD;1;NTP OK: Offset -0.0003390312195 secs
[1400540400] CURRENT SERVICE STATE: m.easyjet.com;SSL Cert;OK;HARD;1;OK: certificate expires in 1055 days (Sun Apr  9 00:59:59 2017)
[1400540400] CURRENT SERVICE STATE: m.easyjet.com;Server 1 - Last Checkin;OK;HARD;1;OK: Value is 1.000
[1400540400] CURRENT SERVICE STATE: m.easyjet.com;Server 2 - Last Checkin;OK;HARD;1;OK: Value is 2.000
[1400540400] CURRENT SERVICE STATE: m.flybe.com;Disk /;OK;HARD;1;DISK OK - free space: / 4936 MB (61% inode=90%):
[1400540400] CURRENT SERVICE STATE: m.flybe.com;Disk /var;OK;HARD;1;DISK OK - free space: /var 22551 MB (47% inode=99%):
[1400540400] CURRENT SERVICE STATE: m.flybe.com;HTTP - Apache;OK;HARD;1;HTTP OK - HTTP/1.1 302 Found - 0.248 second response time
[1400540400] CURRENT SERVICE STATE: m.flybe.com;HTTP - Tomcat;OK;HARD;1;HTTP OK - HTTP/1.1 302 Moved Temporarily - 0.404 second response time
[1400540400] CURRENT SERVICE STATE: m.flybe.com;MW - Availability Results;OK;HARD;1;OK: Value is 1.000
[1400540400] CURRENT SERVICE STATE: m.flybe.com;MW - Availability Results - NIGHT;OK;HARD;1;OK: Value is 18.000
[1400540400] CURRENT SERVICE STATE: m.flybe.com;MW - Bookings per hour;OK;HARD;1;OK: Value is 52.000
[1400540400] CURRENT SERVICE STATE: m.flybe.com;MW - Payment Details;OK;HARD;1;OK: Value is 148.000
[1400540400] CURRENT SERVICE STATE: m.flybe.com;MW - Payment Details - NIGHT;OK;HARD;1;OK: Value is 479.000
[1400540400] CURRENT SERVICE STATE: m.flybe.com;MW - Search Page;OK;HARD;1;OK: Value is 34.000
[1400540400] CURRENT SERVICE STATE: m.flybe.com;MW - Search Page - NIGHT;OK;HARD;1;OK: Value is 6.000
[1400540400] CURRENT SERVICE STATE: m.flybe.com;MW - Session Timeouts Per Day;OK;HARD;1;OK: Value is 0.000
[1400540400] CURRENT SERVICE STATE: m.flybe.com;NTP Offset;OK;HARD;1;NTP OK: Offset 0.0008264780045 secs
[1400540400] CURRENT SERVICE STATE: m.flybe.com;RBL Check;OK;HARD;1;CHECK_RBL OK -  (1 server timed out: access.redhawk.org)
[1400540400] CURRENT SERVICE STATE: m.flybe.com;SSL Cert;OK;HARD;1;OK: certificate expires in 345 days (Thu Apr 30 16:00:00 2015)
[1400540400] CURRENT SERVICE STATE: m.jumeirah.com;HTTP;OK;HARD;1;HTTP OK - HTTP/1.1 302 Found - 0.253 second response time
[1400540400] CURRENT SERVICE STATE: m.jumeirah.com;HTTPS;OK;HARD;1;HTTP OK - HTTP/1.1 302 Found - 0.745 second response time
[1400540400] CURRENT SERVICE STATE: m.jumeirah.com;MW - Standard Booking;OK;HARD;1;OK : sum:16254 : 16.254 seconds to complete.
[1400540400] CURRENT SERVICE STATE: m.jumeirah.com;MW - Table Reservation;OK;HARD;1;OK : sum:4244 : 4.244 seconds to complete.
[1400540400] CURRENT SERVICE STATE: m.jumeirah.com;RBL Check;OK;HARD;1;CHECK_RBL OK -  (1 server timed out: access.redhawk.org)
[1400540400] CURRENT SERVICE STATE: m.jumeirah.com;SSL Cert;OK;HARD;1;OK: certificate expires in 209 days (Mon Dec 15 12:00:00 2014)
[1400540400] CURRENT SERVICE STATE: m.transavia.com;APPS - Availability Results;OK;HARD;1;OK: Value is 2.000
[1400540400] CURRENT SERVICE STATE: m.transavia.com;APPS - Availability Results - NIGHT;OK;HARD;1;OK: Value is 10.000
[1400540400] CURRENT SERVICE STATE: m.transavia.com;APPS - Bookings per hour;OK;HARD;1;OK: Value is 32.000
[1400540400] CURRENT SERVICE STATE: m.transavia.com;APPS - Payment Details;OK;HARD;1;OK: Value is 800.000
[1400540400] CURRENT SERVICE STATE: m.transavia.com;APPS - Payment Details - NIGHT;OK;HARD;1;OK: Value is 3707.000
[1400540400] CURRENT SERVICE STATE: m.transavia.com;Disk /;OK;HARD;1;DISK OK - free space: / 4599 MB (56% inode=92%):
[1400540400] CURRENT SERVICE STATE: m.transavia.com;Disk /var;OK;HARD;1;DISK OK - free space: /var 28943 MB (59% inode=99%):
[1400540400] CURRENT SERVICE STATE: m.transavia.com;HTTP - Apache;OK;HARD;1;HTTP OK - HTTP/1.1 302 Moved Temporarily - 0.289 second response time
[1400540400] CURRENT SERVICE STATE: m.transavia.com;HTTP - Tomcat;OK;HARD;1;HTTP OK HTTP/1.1 200 OK - 2218 bytes in 0.241 seconds
[1400540400] CURRENT SERVICE STATE: m.transavia.com;RBL Check;OK;HARD;1;CHECK_RBL OK -  (1 server timed out: access.redhawk.org)
[1400540400] CURRENT SERVICE STATE: m.transavia.com;SSL Cert;OK;HARD;1;OK: certificate expires in 325 days (Fri Apr 10 00:59:59 2015)
[1400540400] CURRENT SERVICE STATE: mobile.jetstar.com;Disk S1 /;OK;HARD;1;DISK OK - free space: / 3556 MB (35% inode=92%):
[1400540400] CURRENT SERVICE STATE: mobile.jetstar.com;Disk S1 /var;OK;HARD;1;DISK OK - free space: /var 54487 MB (37% inode=99%):
[1400540400] CURRENT SERVICE STATE: mobile.jetstar.com;Disk S2 /;OK;HARD;1;DISK OK - free space: / 3569 MB (35% inode=92%):
[1400540400] CURRENT SERVICE STATE: mobile.jetstar.com;Disk S2 /var;OK;HARD;1;DISK OK - free space: /var 48450 MB (33% inode=99%):
[1400540400] CURRENT SERVICE STATE: mobile.jetstar.com;HTTP - LB - Check App;OK;HARD;1;HTTP OK - HTTP/1.1 302 Moved Temporarily - 0.448 second response time
[1400540400] CURRENT SERVICE STATE: mobile.jetstar.com;HTTP - LB - Check App JP;OK;HARD;1;HTTP OK - HTTP/1.1 302 Moved Temporarily - 0.464 second response time
[1400540400] CURRENT SERVICE STATE: mobile.jetstar.com;HTTP - S1 - Check App;OK;HARD;1;HTTP OK - HTTP/1.1 302 Moved Temporarily - 0.506 second response time
[1400540400] CURRENT SERVICE STATE: mobile.jetstar.com;HTTP - S1 - Check App JP;OK;HARD;1;HTTP OK - HTTP/1.1 302 Moved Temporarily - 0.424 second response time
[1400540400] CURRENT SERVICE STATE: mobile.jetstar.com;HTTP - S2 - Check App;OK;HARD;1;HTTP OK - HTTP/1.1 302 Moved Temporarily - 0.451 second response time
[1400540400] CURRENT SERVICE STATE: mobile.jetstar.com;HTTP - S2 - Check App JP;OK;HARD;1;HTTP OK - HTTP/1.1 302 Moved Temporarily - 0.475 second response time
[1400540400] CURRENT SERVICE STATE: mobile.jetstar.com;MW - Bookings per day JP;OK;HARD;1;OK: Value is 7.000
[1400540400] CURRENT SERVICE STATE: mobile.jetstar.com;MW - Bookings per hour;OK;HARD;1;OK: Value is 67.000
[1400540400] CURRENT SERVICE STATE: mobile.jetstar.com;MW - Checkins per hour;OK;HARD;1;OK: Value is 43.000
[1400540400] CURRENT SERVICE STATE: mobile.jetstar.com;MW - S1 - Flight Status;OK;HARD;1;OK: Value is 19.000
[1400540400] CURRENT SERVICE STATE: mobile.jetstar.com;MW - S1 - Payment Details;OK;HARD;1;OK: Value is 17.000
[1400540400] CURRENT SERVICE STATE: mobile.jetstar.com;MW - S2 - Flight Status;OK;HARD;1;OK: Value is 93.000
[1400540400] CURRENT SERVICE STATE: mobile.jetstar.com;MW - S2 - Payment Details;OK;HARD;1;OK: Value is 10.000
[1400540400] CURRENT SERVICE STATE: mobile.jetstar.com;RBL Check;OK;HARD;1;CHECK_RBL OK - mobile.jetstar.com BLACKLISTED on 0 servers of 41
[1400540400] CURRENT SERVICE STATE: mobile.jetstar.com;SSL Cert;OK;HARD;1;OK: certificate expires in 650 days (Sun Feb 28 23:59:59 2016)
[1400540400] CURRENT SERVICE STATE: security.mttnow.com;Amazon AMI Patch RSS Check;OK;HARD;1;OK: No Matches in last 1 days
[1400540400] CURRENT SERVICE STATE: security.mttnow.com;Samhain File Integrity;CRITICAL;HARD;4;POP3_ACCOUNT CRITICAL - 703 emails for la.samhain@mttnow.com
[1400540400] CURRENT SERVICE STATE: www.mttnow.com;Disk /;OK;HARD;1;DISK OK - free space: /var 1208 MB (25% inode=94%):
[1400540400] CURRENT SERVICE STATE: www.mttnow.com;Disk /var;OK;HARD;1;DISK OK - free space: / 5832 MB (60% inode=76%):
[1400540400] CURRENT SERVICE STATE: www.mttnow.com;HTTP;OK;HARD;1;HTTP OK - HTTP/1.0 301 Moved Permanently - 0.805 second response time
[1400540400] CURRENT SERVICE STATE: www.mttnow.com;RBL Check;OK;HARD;1;CHECK_RBL OK -  (1 server timed out: access.redhawk.org)
[1400540400] CURRENT SERVICE STATE: www.mttnow.com;Webapp - Deep check;OK;HARD;1;WebInject OK - All tests passed successfully in 2.104 seconds
[1400540747] SERVICE ALERT: m.jumeirah.com;MW - Standard Booking;WARNING;SOFT;1;WARNING : sum:80652 : 80.652 seconds to complete. (warning 60)
[1400540917] SERVICE ALERT: m.jumeirah.com;MW - Standard Booking;OK;SOFT;2;OK : sum:16174 : 16.174 seconds to complete.
[1400541677] Auto-save of retention data completed successfully.
[1400541707] SERVICE ALERT: m.jumeirah.com;MW - Table Reservation;CRITICAL;SOFT;1;CRITICAL: Timeout 180 sec expired.
[1400541777] SERVICE ALERT: m.jumeirah.com;MW - Table Reservation;OK;SOFT;2;OK : sum:4111 : 4.111 seconds to complete.
[1400542807] SERVICE ALERT: mobile.jetstar.com;MW - Bookings per day JP;WARNING;SOFT;1;WARNING: Value is 5.000
[1400543047] SERVICE ALERT: mobile.jetstar.com;MW - Bookings per day JP;WARNING;SOFT;2;WARNING: Value is 5.000
[1400543287] SERVICE ALERT: mobile.jetstar.com;MW - Bookings per day JP;WARNING;SOFT;3;WARNING: Value is 5.000
[1400543527] SERVICE ALERT: mobile.jetstar.com;MW - Bookings per day JP;WARNING;HARD;4;WARNING: Value is 5.000
[1400543527] SERVICE NOTIFICATION: gmcdaid;mobile.jetstar.com;MW - Bookings per day JP;WARNING;notify-service-by-sms;WARNING: Value is 5.000
[1400543527] SERVICE NOTIFICATION: gmcdaid;mobile.jetstar.com;MW - Bookings per day JP;WARNING;notify-service-by-email;WARNING: Value is 5.000
[1400543527] SERVICE NOTIFICATION: abrinyov;mobile.jetstar.com;MW - Bookings per day JP;WARNING;notify-service-by-sms;WARNING: Value is 5.000
[1400543528] SERVICE NOTIFICATION: abrinyov;mobile.jetstar.com;MW - Bookings per day JP;WARNING;notify-service-by-email;WARNING: Value is 5.000
[1400543528] SERVICE NOTIFICATION: mnevzorova;mobile.jetstar.com;MW - Bookings per day JP;WARNING;notify-service-by-sms;WARNING: Value is 5.000
[1400543529] SERVICE NOTIFICATION: mnevzorova;mobile.jetstar.com;MW - Bookings per day JP;WARNING;notify-service-by-email;WARNING: Value is 5.000
[1400543529] SERVICE NOTIFICATION: nagiosadmin;mobile.jetstar.com;MW - Bookings per day JP;WARNING;notify-service-by-email;WARNING: Value is 5.000
[1400545247] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Flight Status - NIGHT;WARNING;SOFT;1;WARNING: Value is 1246.000
[1400545277] Auto-save of retention data completed successfully.
[1400545487] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Flight Status - NIGHT;OK;SOFT;2;OK: Value is 191.000
[1400545707] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Payment Details - NIGHT;WARNING;SOFT;1;WARNING: Value is 1424.000
[1400545727] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Payment Details;WARNING;SOFT;1;WARNING: Value is 1450.000
[1400545947] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Payment Details - NIGHT;WARNING;SOFT;2;WARNING: Value is 1664.000
[1400545967] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Payment Details;WARNING;SOFT;2;WARNING: Value is 1690.000
[1400546187] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Payment Details - NIGHT;OK;SOFT;3;OK: Value is 100.000
[1400546207] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Payment Details;OK;SOFT;3;OK: Value is 126.000
[1400546507] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Flight Status;WARNING;SOFT;1;WARNING: Value is 1204.000
[1400546687] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Flight Status - NIGHT;WARNING;SOFT;1;WARNING: Value is 1391.000
[1400546747] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Flight Status;WARNING;SOFT;2;WARNING: Value is 1444.000
[1400546927] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Flight Status - NIGHT;WARNING;SOFT;2;WARNING: Value is 1631.000
[1400546987] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Flight Status;WARNING;SOFT;3;WARNING: Value is 1684.000
[1400547097] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Flight Status - NIGHT;WARNING;SOFT;1;WARNING: Value is 1487.000
[1400547107] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Flight Status;WARNING;SOFT;1;WARNING: Value is 1494.000
[1400547127] SERVICE ALERT: mobile.jetstar.com;MW - Bookings per day JP;OK;HARD;4;OK: Value is 6.000
[1400547127] SERVICE NOTIFICATION: gmcdaid;mobile.jetstar.com;MW - Bookings per day JP;OK;notify-service-by-sms;OK: Value is 6.000
[1400547127] SERVICE NOTIFICATION: gmcdaid;mobile.jetstar.com;MW - Bookings per day JP;OK;notify-service-by-email;OK: Value is 6.000
[1400547127] SERVICE NOTIFICATION: abrinyov;mobile.jetstar.com;MW - Bookings per day JP;OK;notify-service-by-sms;OK: Value is 6.000
[1400547128] SERVICE NOTIFICATION: abrinyov;mobile.jetstar.com;MW - Bookings per day JP;OK;notify-service-by-email;OK: Value is 6.000
[1400547128] SERVICE NOTIFICATION: mnevzorova;mobile.jetstar.com;MW - Bookings per day JP;OK;notify-service-by-sms;OK: Value is 6.000
[1400547129] SERVICE NOTIFICATION: mnevzorova;mobile.jetstar.com;MW - Bookings per day JP;OK;notify-service-by-email;OK: Value is 6.000
[1400547129] SERVICE NOTIFICATION: nagiosadmin;mobile.jetstar.com;MW - Bookings per day JP;OK;notify-service-by-email;OK: Value is 6.000
[1400547167] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Flight Status - NIGHT;WARNING;SOFT;3;WARNING: Value is 1871.000
[1400547227] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Flight Status;WARNING;HARD;4;WARNING: Value is 1924.000
[1400547337] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Flight Status - NIGHT;WARNING;SOFT;2;WARNING: Value is 1727.000
[1400547347] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Flight Status;WARNING;SOFT;2;WARNING: Value is 1734.000
[1400547407] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Flight Status - NIGHT;WARNING;HARD;4;WARNING: Value is 2111.000
[1400547577] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Flight Status - NIGHT;WARNING;SOFT;3;WARNING: Value is 1967.000
[1400547587] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Flight Status;WARNING;SOFT;3;WARNING: Value is 1974.000
[1400547647] SERVICE ALERT: m.flybe.com;MW - Payment Details;WARNING;SOFT;1;WARNING: Value is 2518.000
[1400547817] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Flight Status - NIGHT;WARNING;HARD;4;WARNING: Value is 2207.000
[1400547827] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Flight Status;OK;HARD;4;OK: Value is 95.000
[1400547827] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Flight Status;WARNING;HARD;4;WARNING: Value is 2214.000
[1400547887] SERVICE ALERT: m.flybe.com;MW - Payment Details;WARNING;SOFT;2;WARNING: Value is 2758.000
[1400548007] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Flight Status - NIGHT;OK;HARD;4;OK: Value is 157.000
[1400548127] SERVICE ALERT: m.flybe.com;MW - Payment Details;WARNING;SOFT;3;WARNING: Value is 2998.000
[1400548367] SERVICE ALERT: m.flybe.com;MW - Payment Details;WARNING;HARD;4;WARNING: Value is 3238.000
[1400548417] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Flight Status - NIGHT;OK;HARD;4;OK: Value is 474.000
[1400548427] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Flight Status;OK;HARD;4;OK: Value is 481.000
[1400548497] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Payment Details - NIGHT;WARNING;SOFT;1;WARNING: Value is 1660.000
[1400548517] SERVICE ALERT: m.easyjet.com;MW - Server 2 Payment Details;WARNING;SOFT;1;WARNING: Value is 1680.000
[1400548737] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Payment Details - NIGHT;WARNING;SOFT;2;WARNING: Value is 1900.000
[1400548757] SERVICE ALERT: m.easyjet.com;MW - Server 2 Payment Details;WARNING;SOFT;2;WARNING: Value is 1920.000
[1400548877] Auto-save of retention data completed successfully.
[1400548937] SERVICE ALERT: m.transavia.com;APPS - Payment Details;WARNING;SOFT;1;WARNING: Value is 2881.000
[1400548977] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Payment Details - NIGHT;WARNING;SOFT;3;WARNING: Value is 2140.000
[1400548997] SERVICE ALERT: m.easyjet.com;MW - Server 2 Payment Details;WARNING;SOFT;3;WARNING: Value is 2160.000
[1400549177] SERVICE ALERT: m.transavia.com;APPS - Payment Details;WARNING;SOFT;2;WARNING: Value is 3121.000
[1400549217] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Payment Details - NIGHT;WARNING;HARD;4;WARNING: Value is 2380.000
[1400549237] SERVICE ALERT: m.easyjet.com;MW - Server 2 Payment Details;CRITICAL;HARD;4;CRITICAL: Value is 2400.000
[1400549417] SERVICE ALERT: m.transavia.com;APPS - Payment Details;WARNING;SOFT;3;WARNING: Value is 3361.000
[1400549627] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Flight Status;WARNING;SOFT;1;WARNING: Value is 1400.000
[1400549657] SERVICE ALERT: m.transavia.com;APPS - Payment Details;WARNING;HARD;4;WARNING: Value is 3601.000
[1400549807] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Flight Status - NIGHT;WARNING;SOFT;1;WARNING: Value is 1587.000
[1400549817] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Payment Details - NIGHT;CRITICAL;HARD;4;CRITICAL: Value is 2980.000
[1400549867] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Flight Status;WARNING;SOFT;2;WARNING: Value is 1640.000
[1400550047] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Flight Status - NIGHT;WARNING;SOFT;2;WARNING: Value is 1827.000
[1400550107] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Flight Status;WARNING;SOFT;3;WARNING: Value is 1880.000
[1400550167] SERVICE ALERT: m.flybe.com;MW - Payment Details;CRITICAL;HARD;4;CRITICAL: Value is 5038.000
[1400550257] SERVICE ALERT: m.transavia.com;APPS - Payment Details;OK;HARD;4;OK: Value is 434.000
[1400550287] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Flight Status - NIGHT;WARNING;SOFT;3;WARNING: Value is 2067.000
[1400550347] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Flight Status;WARNING;HARD;4;WARNING: Value is 2120.000
[1400550527] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Flight Status - NIGHT;WARNING;HARD;4;WARNING: Value is 2307.000
[1400550817] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Flight Status - NIGHT;WARNING;SOFT;1;WARNING: Value is 1578.000
[1400550827] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Flight Status;WARNING;SOFT;1;WARNING: Value is 1585.000
[1400550947] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Flight Status;CRITICAL;HARD;4;CRITICAL: Value is 2720.000
[1400550947] SERVICE FLAPPING ALERT: m.easyjet.com;MW - Server 1 - Flight Status;STARTED; Service appears to have started flapping (23.7% change >= 20.0% threshold)
[1400550977] SERVICE ALERT: m.flybe.com;MW - Payment Details - NIGHT;WARNING;SOFT;1;WARNING: Value is 5849.000
[1400551017] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Payment Details - NIGHT;OK;HARD;4;OK: Value is 15.000
[1400551037] SERVICE ALERT: m.easyjet.com;MW - Server 2 Payment Details;OK;HARD;4;OK: Value is 35.000
[1400551057] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Flight Status - NIGHT;OK;SOFT;2;OK: Value is 119.000
[1400551067] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Flight Status;OK;SOFT;2;OK: Value is 126.000
[1400551127] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Flight Status - NIGHT;CRITICAL;HARD;4;CRITICAL: Value is 2907.000
[1400551127] SERVICE FLAPPING ALERT: m.easyjet.com;MW - Server 1 - Flight Status - NIGHT;STARTED; Service appears to have started flapping (23.7% change >= 20.0% threshold)
[1400551217] SERVICE ALERT: m.flybe.com;MW - Payment Details - NIGHT;OK;SOFT;2;OK: Value is 148.000
[1400551367] SERVICE ALERT: m.flybe.com;MW - Payment Details;OK;HARD;4;OK: Value is 101.000
[1400551727] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Flight Status - NIGHT;OK;HARD;4;OK: Value is 166.000
[1400551797] SERVICE ALERT: m.jumeirah.com;MW - Standard Booking;WARNING;SOFT;1;WARNING : sum:99142 : 99.142 seconds to complete. (warning 60)
[1400551957] SERVICE ALERT: m.jumeirah.com;MW - Standard Booking;OK;SOFT;2;OK : sum:15926 : 15.926 seconds to complete.
[1400552147] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Flight Status;OK;HARD;4;OK: Value is 213.000
[1400552257] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Flight Status - NIGHT;WARNING;SOFT;1;WARNING: Value is 1319.000
[1400552267] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Flight Status;WARNING;SOFT;1;WARNING: Value is 1326.000
[1400552477] Auto-save of retention data completed successfully.
[1400552497] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Flight Status - NIGHT;OK;SOFT;2;OK: Value is 150.000
[1400552507] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Flight Status;OK;SOFT;2;OK: Value is 157.000
[1400552817] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Payment Details - NIGHT;WARNING;SOFT;1;WARNING: Value is 1604.000
[1400552837] SERVICE ALERT: m.easyjet.com;MW - Server 2 Payment Details;WARNING;SOFT;1;WARNING: Value is 1624.000
[1400553057] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Payment Details - NIGHT;OK;SOFT;2;OK: Value is 46.000
[1400553077] SERVICE ALERT: m.easyjet.com;MW - Server 2 Payment Details;OK;SOFT;2;OK: Value is 66.000
[1400553387] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Payment Details - NIGHT;WARNING;SOFT;1;WARNING: Value is 1385.000
[1400553407] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Payment Details;WARNING;SOFT;1;WARNING: Value is 1411.000
[1400553627] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Payment Details - NIGHT;WARNING;SOFT;2;WARNING: Value is 1625.000
[1400553647] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Payment Details;WARNING;SOFT;2;WARNING: Value is 1651.000
[1400553767] SERVICE ALERT: m.flybe.com;MW - Payment Details;WARNING;SOFT;1;WARNING: Value is 2501.000
[1400553857] SERVICE ALERT: m.transavia.com;APPS - Payment Details;WARNING;SOFT;1;WARNING: Value is 2953.000
[1400553867] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Payment Details - NIGHT;WARNING;SOFT;3;WARNING: Value is 1865.000
[1400553887] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Payment Details;WARNING;SOFT;3;WARNING: Value is 1891.000
[1400554007] SERVICE ALERT: m.flybe.com;MW - Payment Details;WARNING;SOFT;2;WARNING: Value is 2741.000
[1400554097] SERVICE ALERT: m.transavia.com;APPS - Payment Details;WARNING;SOFT;2;WARNING: Value is 3193.000
[1400554107] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Payment Details - NIGHT;OK;SOFT;4;OK: Value is 127.000
[1400554127] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Payment Details;OK;SOFT;4;OK: Value is 153.000
[1400554247] SERVICE ALERT: m.flybe.com;MW - Payment Details;WARNING;SOFT;3;WARNING: Value is 2981.000
[1400554337] SERVICE ALERT: m.transavia.com;APPS - Payment Details;WARNING;SOFT;3;WARNING: Value is 3433.000
[1400554487] SERVICE ALERT: m.flybe.com;MW - Payment Details;WARNING;HARD;4;WARNING: Value is 3221.000
[1400554487] SERVICE FLAPPING ALERT: m.flybe.com;MW - Payment Details;STARTED; Service appears to have started flapping (22.5% change >= 20.0% threshold)
